PolicyID,State,CoverageGap,CreditScore,Age,NumberOfVehicles,NewestVehicleAge,PriorAccidentCount,ZipCode,TimeInsured,ClaimAmount,ClaimFlag
45229,FL,No Gap,511,24,1,1,0,84141,0.1671233,0,0
45230,WV,Large Gap,472,26,2,4,0,10250,0.2547945,7200,1
45231,WV,Large Gap,655,26,2,4,0,10250,0.430137,0,0
45232,NY,Small Gap,579,21,2,8,0,61349,1,0,0
45233,NY,No Gap,474,33,2,3,0,10487,0.8958904,0,0
45234,TX,No Gap,614,53,2,4,1,10675,0.3753425,0,0
45235,TX,No Gap,609,67,2,4,0,70953,1,0,0
45236,CA,Large Gap,844,29,1,0,1,63183,1,0,0
45237,CA,No Gap,684,40,2,8,0,88890,1,0,0
45238,CA,No Gap,506,50,2,5,0,65512,0.4356164,2100,1
45239,CA,No Gap,691,55,2,5,0,65512,1,0,0
45240,CA,Large Gap,384,48,2,3,0,10213,0.1643836,0,0
45241,CA,No Gap,762,24,1,8,0,49751,1,0,0
45242,CA,No Gap,733,39,1,7,2,75606,1,0,0
45243,FL,No Gap,571,35,1,12,0,93625,1,0,0
45244,TX,Small Gap,419,51,1,8,0,59154,1,0,1
45245,CA,Large Gap,518,31,1,1,0,10340,0.0876712,0,0
45246,VA,Large Gap,674,34,1,14,0,88995,0.2164384,0,0
45247,CA,No Gap,442,31,3,5,1,10044,1,0,0
45248,FL,No Gap,474,23,1,6,0,49751,0.9726027,0,0
45249,CA,No Gap,559,45,1,23,0,75542,0.9945205,0,0
45250,TX,Large Gap,512,47,1,14,0,60755,0.9671233,0,0
45251,NY,Large Gap,979,39,1,15,0,57080,0.8547945,0,0
45252,VA,Large Gap,444,56,1,22,0,97943,0.0712329,0,0
45253,CA,No Gap,430,61,1,3,2,10231,0.4657534,0,0
45254,NY,Large Gap,587,37,2,6,0,93288,0.4657534,0,0
45255,TX,Large Gap,654,23,1,3,1,61497,0.7232877,6800,1
45256,CA,Small Gap,363,52,1,9,0,91962,NA,0,0
45257,CA,Small Gap,533,30,1,1,0,66521,1,0,0
45258,VA,Large Gap,510,19,1,8,0,81324,1,0,0
45259,CA,No Gap,449,44,1,2,1,88637,1,0,0
45260,TX,Large Gap,526,40,1,4,1,91485,0.4657534,0,0
45261,CA,Large Gap,681,65,1,4,0,97748,1,0,0
45262,WV,No Gap,553,26,1,13,0,81090,1,0,0
45263,VA,Large Gap,439,50,2,15,1,88457,1,0,0
45264,NY,No Gap,768,30,1,4,1,91931,0.3260274,0,0
45265,CA,No Gap,392,70,2,12,0,66662,0.3917808,0,0
45266,CA,No Gap,836,70,2,0,2,66662,0.9917808,5800,1
45267,VA,No Gap,589,50,1,4,0,61497,0.1232877,0,0
45268,CA,Large Gap,570,31,1,1,0,70757,0.2931507,0,0
45269,WV,No Gap,502,26,1,2,0,73169,0.4986301,0,0
45270,TX,No Gap,810,26,1,11,2,54849,NA,0,0
45271,CA,Large Gap,655,21,1,21,0,72981,0.3178082,0,0
45272,VA,Large Gap,552,49,2,9,0,71755,0.4849315,0,0
45273,CA,Small Gap,396,35,1,10,0,55544,0.1260274,0,0
45274,CA,Large Gap,391,50,1,9,0,65472,1,0,0
45275,CA,No Gap,850,23,1,0,0,91611,0.090411,0,0
45276,WV,Large Gap,473,45,1,3,0,74238,0.8876712,0,0
45277,NY,No Gap,436,52,1,10,0,96079,1,0,0
45278,WV,Large Gap,653,37,1,20,0,73169,0.2164384,0,0
45279,TX,No Gap,354,28,2,0,0,87421,1,0,0
45280,CA,Large Gap,866,44,2,12,0,10187,0.3753425,0,0
45281,WV,Large Gap,512,39,1,15,0,79257,0.0356164,0,0
45282,VA,Large Gap,830,44,1,4,0,71071,1,0,0
45283,TX,No Gap,947,23,1,3,1,58324,0.9835616,0,0
45284,CA,No Gap,521,53,2,6,1,82749,1,0,0
45285,NY,No Gap,538,39,2,5,0,61349,1,0,0
45286,CA,Small Gap,537,58,2,2,1,68294,1,0,1
45287,CA,Small Gap,441,58,2,10,0,68294,0.7205479,0,0
45288,NY,No Gap,523,58,2,2,0,70393,0.8876712,0,1
45289,NY,No Gap,515,64,2,12,1,70393,1,0,0
45290,VA,Large Gap,522,45,3,8,0,46434,1,0,0
45291,VA,Large Gap,818,42,1,11,1,54279,1,0,0
45292,WV,No Gap,599,43,1,6,0,88376,0.8191781,0,0
45293,NY,No Gap,644,47,2,6,1,10076,1,0,0
45294,WV,No Gap,529,33,2,8,1,53642,1,0,0
45295,CA,Large Gap,627,41,1,9,1,88745,0.1260274,0,0
45296,CA,Small Gap,493,27,1,15,0,66627,0.9260274,0,0
45297,CA,Large Gap,381,56,2,9,0,10372,0.2931507,0,0
45298,VA,Large Gap,392,33,1,11,0,65259,0.830137,0,0
45299,CA,Large Gap,647,50,1,14,0,68642,1,0,0
45300,VA,Large Gap,730,45,1,2,0,46164,0.1260274,0,0
45301,NY,No Gap,738,46,2,0,0,46833,1,0,0
45302,NY,No Gap,499,61,2,10,0,98973,1,0,0
45303,CA,No Gap,432,56,2,6,0,71755,1,0,0
45304,CA,Small Gap,873,20,1,15,1,92203,0.4986301,0,0
45305,NY,No Gap,500,57,1,14,1,65539,1,0,0
45306,CA,No Gap,704,23,2,10,0,66804,1,0,0
45307,VA,Large Gap,741,27,1,5,0,53483,0.1205479,0,0
45308,CA,Large Gap,420,67,2,10,2,71317,0.5424658,0,0
45309,WV,Small Gap,607,19,1,2,0,50337,1,0,0
45310,CA,No Gap,428,61,1,5,0,10666,0.5945205,0,0
45311,FL,No Gap,645,32,1,1,0,74847,1,0,0
45312,WV,Large Gap,530,36,1,6,0,91708,1,0,0
45313,CA,Large Gap,621,47,1,7,3,10118,0.0657534,0,0
45314,FL,Small Gap,587,25,1,7,0,85987,0.1589041,0,0
45315,CA,Large Gap,747,64,2,2,0,56064,1,0,0
45316,NY,No Gap,779,25,1,10,0,79729,0.4191781,0,0
45317,WV,No Gap,723,46,2,3,3,10183,0.5863014,0,0
45318,CA,Large Gap,863,67,1,9,1,58776,0.2164384,0,0
45319,WV,Large Gap,711,37,1,2,0,98973,0.6657534,0,0
45320,CA,No Gap,512,26,1,6,0,46164,1,0,1
45321,CA,No Gap,518,70,1,15,1,69099,1,0,0
45322,CA,Large Gap,497,35,2,0,0,96259,0.2931507,0,0
45323,VA,Large Gap,678,37,1,12,0,58802,1,0,0
45324,CA,No Gap,583,62,1,4,0,92415,0.2931507,0,0
45325,VA,Large Gap,572,32,2,7,0,52083,0.2136986,0,0
45326,CA,Large Gap,366,57,1,9,0,95370,1,0,0
45327,CA,Large Gap,377,32,2,14,0,10401,0.3068493,0,0
45328,TX,Small Gap,804,35,1,13,0,65609,1,0,0
45329,WV,Large Gap,489,40,2,3,1,65451,0.3753425,0,0
45330,CA,Large Gap,823,20,1,17,0,61594,0.890411,0,0
45331,CA,No Gap,595,48,2,0,0,89708,0.6630137,0,0
45332,TX,Large Gap,485,41,1,3,0,10585,1,0,0
45333,NY,Large Gap,467,23,1,5,0,75416,1,0,0
45334,NY,No Gap,521,51,2,4,0,54522,0.9178082,50000,1
45335,NY,No Gap,381,49,2,9,0,54522,0.9178082,0,0
45336,NY,No Gap,540,57,2,6,2,53620,1,0,0
45337,TX,No Gap,490,48,2,10,0,87222,1,0,0
45338,CA,No Gap,520,41,1,2,0,91708,0.7150685,0,0
45339,CA,No Gap,623,23,1,8,0,81889,0.0082192,56500,1
45340,WV,Large Gap,NA,20,1,15,1,47555,0.4219178,0,0
45341,VA,Large Gap,571,35,2,7,1,82232,0.4657534,0,0
45342,VA,Large Gap,605,27,1,7,0,72284,0.2931507,0,0
45343,FL,Small Gap,720,61,1,3,0,10457,0.2931507,0,0
45344,VA,Large Gap,519,40,1,10,0,80072,1,0,0
45345,NY,Large Gap,734,51,1,2,0,79476,0.2273973,0,0
45346,WV,No Gap,525,52,4,3,0,58921,1,0,0
45347,CA,No Gap,413,66,2,2,0,60132,1,0,0
45348,TX,No Gap,439,47,1,16,0,10289,1,0,0
45349,VA,Large Gap,638,45,2,5,0,81522,0.2219178,0,0
45350,TX,No Gap,653,42,1,4,0,82172,0.2876712,0,0
45351,CA,No Gap,641,38,1,18,1,71755,1,0,0
45352,CA,No Gap,573,26,1,4,0,46833,1,0,0
45353,WV,Large Gap,579,29,1,15,0,56751,1,0,0
45354,VA,Large Gap,370,42,3,12,0,47147,0.5452055,0,0
45355,NY,No Gap,536,35,2,2,0,93808,1,0,0
45356,NY,Small Gap,729,48,1,0,0,80073,1,0,0
45357,CA,Small Gap,853,25,1,0,2,10540,0.6794521,0,0
45358,TX,No Gap,682,39,1,12,0,80072,1,0,0
45359,CA,No Gap,780,30,1,13,3,80073,1,0,0
45360,TX,No Gap,577,59,2,15,0,49051,1,0,0
45361,VA,Large Gap,623,36,1,0,0,87762,1,0,0
45362,NY,No Gap,552,49,3,2,1,50860,1,0,0
45363,CA,No Gap,548,36,2,11,0,89073,1,0,0
45364,TX,No Gap,674,59,1,5,0,97812,1,0,0
45365,WV,Large Gap,625,42,1,9,1,87162,0.7945205,0,0
45366,WV,Small Gap,715,39,1,5,0,61016,0.2931507,0,0
45367,CA,No Gap,577,33,2,0,0,56728,1,0,0
45368,CA,Large Gap,439,45,3,7,0,63126,0.1369863,0,0
45369,WV,Large Gap,705,45,1,5,0,82672,0.2136986,0,0
45370,VA,Large Gap,776,27,1,15,0,85785,NA,0,0
45371,CA,No Gap,727,47,1,15,1,90427,0.5041096,0,0
45372,CA,Small Gap,746,47,1,17,0,48256,0.0931507,0,0
45373,NY,Large Gap,688,37,2,4,0,51055,0.0136986,0,0
45374,NY,Large Gap,738,39,3,6,0,10666,0.0931507,3200,1
45375,NY,Large Gap,730,44,3,8,0,10666,0.4630137,0,0
45376,CA,No Gap,420,27,1,1,0,70757,1,0,0
45377,WV,No Gap,487,64,1,12,0,59255,0.8712329,0,0
45378,CA,Small Gap,471,45,1,1,0,52083,1,0,0
45379,VA,Large Gap,507,57,2,11,0,93557,1,0,0
45380,NY,No Gap,576,26,1,0,1,10413,1,0,0
45381,VA,Large Gap,631,55,1,7,0,86469,0.2219178,0,0
45382,VA,Large Gap,466,36,3,1,3,80548,0.1369863,0,0
45383,WV,Large Gap,715,35,1,0,0,75412,1,0,0
45384,WV,Large Gap,709,48,1,11,2,10478,0.9753425,0,0
45385,VA,Large Gap,585,38,2,4,0,73878,1,0,0
45386,TX,No Gap,425,27,1,3,0,10520,1,0,0
45387,NY,Large Gap,799,32,1,9,0,62604,0.7123288,0,0
45388,VA,Large Gap,478,32,1,11,0,61462,0.2931507,0,0
45389,VA,Large Gap,691,31,1,3,0,10699,1,0,0
45390,CA,No Gap,640,39,3,15,0,99836,0.1369863,0,0
45391,WV,Large Gap,818,24,1,10,0,73739,1,0,0
45392,CA,Large Gap,491,44,1,9,0,99148,0.0821918,0,0
45393,VA,Large Gap,570,32,1,3,0,99061,1,0,0
45394,WV,Large Gap,786,25,1,4,1,52571,0.5452055,0,0
45395,FL,No Gap,416,59,1,18,0,61247,0.090411,0,0
45396,TX,No Gap,727,33,1,2,0,10110,0.5260274,0,0
45397,CA,No Gap,850,48,1,15,0,89708,0.569863,0,0
45398,VA,Large Gap,907,30,1,9,1,83071,0.2931507,0,0
45399,VA,Large Gap,393,39,1,12,0,90055,0.7945205,0,0
45400,CA,No Gap,NA,19,1,0,0,90322,0.0438356,0,0
45401,VA,Large Gap,419,58,2,11,0,54501,0.4109589,0,0
45402,CA,No Gap,758,35,1,5,0,98973,0.1123288,0,0
45403,NY,No Gap,489,37,2,5,0,10487,1,0,0
45404,VA,Large Gap,712,26,1,2,0,68933,0.3863014,0,0
45405,TX,No Gap,582,50,4,1,0,66312,1,0,0
45406,CA,Small Gap,365,39,3,11,0,79038,1,0,0
45407,NY,No Gap,521,31,1,9,0,75722,0.1369863,0,0
45408,VA,Large Gap,738,48,1,15,0,10440,0.2931507,0,0
45409,CA,No Gap,572,29,2,10,0,90695,0.2136986,0,0
45410,VA,Large Gap,448,42,1,9,0,69601,0.3863014,0,0
45411,TX,Small Gap,383,42,2,11,0,56518,0.8794521,0,0
45412,VA,Large Gap,423,53,1,14,0,61247,0.8164384,0,0
45413,VA,Large Gap,630,35,2,12,0,90087,1,0,0
45414,CA,No Gap,625,48,1,13,0,47513,0.3890411,0,0
45415,WV,Large Gap,566,55,1,7,0,91875,0.169863,0,0
45416,VA,Large Gap,499,35,1,5,0,70757,0.6356164,0,0
45417,CA,No Gap,755,27,2,2,1,90798,1,0,0
45418,WV,Small Gap,469,47,4,6,2,82607,1,0,0
45419,NY,Large Gap,688,32,1,14,1,69356,0.1671233,7100,1
45420,FL,No Gap,441,24,1,12,0,10457,1,0,0
45421,VA,Large Gap,425,56,4,0,0,78556,0.6356164,0,0
45422,VA,Large Gap,556,32,1,4,0,50098,0.3232877,0,0
45423,CA,No Gap,785,51,3,12,2,10140,1,0,0
45424,CA,No Gap,837,51,3,5,0,74245,0.8520548,0,0
45425,TX,Large Gap,397,39,2,4,0,94904,0.4630137,0,0
45426,CA,No Gap,433,70,1,14,0,93258,0.8328767,0,0
45427,FL,No Gap,528,20,1,12,0,84141,NA,0,0
45428,CA,Large Gap,418,38,2,1,0,10089,1,0,0
45429,CA,No Gap,456,36,1,0,0,48439,1,0,0
45430,VA,Large Gap,602,39,1,17,0,78299,0.3479452,0,0
45431,CA,No Gap,714,31,1,0,0,60505,1,0,0
45432,WV,No Gap,503,41,2,5,0,10487,1,1800,1
45433,WV,No Gap,553,41,2,1,0,10487,0.1671233,0,0
45434,CA,No Gap,439,29,2,0,0,65176,1,0,0
45435,WV,Large Gap,468,46,1,20,0,93579,0.7123288,0,0
45436,CA,Large Gap,809,23,1,12,0,71811,0.1561644,0,0
45437,CA,Small Gap,493,57,1,21,0,92125,1,0,0
45438,WV,Large Gap,707,16,1,5,0,49264,0.0849315,0,0
45439,CA,Large Gap,439,28,1,15,0,90457,0.1369863,0,0
45440,CA,No Gap,533,28,1,5,0,99763,1,0,0
45441,CA,Large Gap,724,47,1,18,2,70871,0.0821918,0,0
45442,CA,Large Gap,819,20,1,3,0,85390,0.1424658,0,0
45443,CA,Small Gap,712,37,1,8,0,78514,0.2273973,0,0
45444,FL,Large Gap,708,21,1,2,0,49264,0.090411,0,0
45445,VA,Large Gap,753,21,1,17,0,54381,0.6273973,0,0
45446,CA,Small Gap,552,26,1,9,0,75588,0.0356164,0,0
45447,CA,No Gap,656,70,1,6,0,94569,1,0,0
45448,FL,Small Gap,729,27,1,17,0,98973,0.5041096,0,0
45449,WV,Large Gap,700,52,2,4,2,91611,0.0849315,0,0
45450,CA,Large Gap,416,29,1,13,0,85437,0.0739726,0,0
45451,WV,Large Gap,490,48,1,0,0,96357,0.2136986,0,0
45452,NY,Large Gap,802,43,1,0,0,74245,0.0794521,0,0
45453,VA,Large Gap,481,25,1,24,0,10738,0.3287671,0,0
45454,TX,No Gap,783,49,2,1,1,72981,NA,0,0
45455,WV,Large Gap,474,26,1,3,0,10187,0.4328767,0,0
45456,VA,Large Gap,580,56,1,3,0,10413,0.1369863,0,0
45457,CA,No Gap,659,24,1,10,1,60326,0.2136986,0,0
45458,TX,No Gap,548,66,2,4,3,72280,1,0,0
45459,FL,No Gap,507,33,1,8,0,70757,0.2136986,0,0
45460,CA,Large Gap,557,48,1,13,0,93625,0.0054795,0,0
45461,CA,Large Gap,613,42,2,3,0,58309,1,0,0
45462,VA,Large Gap,469,40,1,14,0,64465,1,0,0
45463,CA,Large Gap,549,37,2,14,0,88509,0.0712329,0,0
45464,CA,Small Gap,640,46,1,5,0,72280,0.3863014,0,0
45465,CA,No Gap,528,46,2,5,0,10240,0.2136986,0,0
45466,CA,No Gap,544,54,1,12,0,10082,0.0520548,0,0
45467,WV,Large Gap,613,29,1,3,0,58258,0.1369863,0,0
45468,VA,Large Gap,449,34,1,5,0,54075,0.1369863,0,0
45469,NY,Large Gap,547,57,3,10,1,93812,0.0876712,0,0
45470,CA,No Gap,644,19,1,0,0,77206,1,0,0
45471,CA,Large Gap,711,27,1,13,0,53654,0.2931507,0,0
45472,VA,Large Gap,455,53,2,5,1,95604,0.4246575,0,0
45473,VA,Large Gap,549,52,3,8,0,56470,0.3917808,0,0
45474,WV,Large Gap,753,26,1,9,0,84203,0.4657534,0,0
45475,VA,Large Gap,506,52,2,0,0,88509,0.1205479,0,0
45476,WV,No Gap,451,63,1,6,0,64959,0.6328767,0,0
45477,VA,Large Gap,474,40,2,7,0,82312,1,0,0
45478,VA,Large Gap,463,35,1,4,0,83247,0.9972603,0,0
45479,CA,No Gap,475,35,1,17,0,10110,1,0,0
45480,VA,Large Gap,671,29,1,6,0,55708,0.1753425,0,0
45481,VA,Large Gap,478,25,1,3,0,54518,1,0,0
45482,NY,No Gap,884,25,1,8,2,99763,1,0,0
45483,VA,Large Gap,624,42,1,11,0,10545,NA,0,0
45484,NY,No Gap,596,63,2,3,2,10044,1,0,0
45485,FL,No Gap,655,40,3,2,0,56518,1,0,0
45486,VA,Large Gap,520,44,2,12,0,84858,1,0,0
45487,FL,Large Gap,805,25,2,4,1,61428,0.0054795,0,0
45488,CA,Large Gap,592,47,1,12,0,67296,0.1369863,0,0
45489,WV,Large Gap,591,42,1,11,0,10137,0.4630137,0,0
45490,NY,No Gap,582,34,2,9,1,85639,0.8739726,0,0
45491,CA,Large Gap,473,46,2,2,0,10640,0.2931507,0,0
45492,CA,No Gap,518,36,1,12,0,75976,0.2931507,0,0
45493,CA,Small Gap,523,54,2,14,1,77589,0.4739726,0,0
45494,CA,Large Gap,734,35,1,11,0,61016,0.1753425,0,0
45495,VA,Large Gap,669,57,2,0,0,63863,0.4109589,0,0
45496,CA,No Gap,628,38,2,5,0,71309,0.460274,0,0
45497,FL,Small Gap,585,25,1,6,0,79105,0.4219178,0,0
45498,CA,Large Gap,423,42,1,7,0,79476,0.1671233,0,0
45499,TX,Large Gap,463,55,1,12,0,77060,0.5972603,0,0
45500,CA,Large Gap,767,23,1,17,1,91962,0.2109589,0,0
45501,TX,No Gap,640,53,3,11,2,98875,1,0,0
45502,CA,Small Gap,586,59,4,2,0,60192,0.060274,0,0
45503,CA,No Gap,352,57,1,7,0,83071,1,0,0
45504,VA,Large Gap,521,70,1,19,0,75940,0.1369863,0,0
45505,CA,No Gap,417,28,1,20,0,53899,NA,0,0
45506,VA,Large Gap,619,52,1,5,0,75976,0.2109589,0,0
45507,CA,Large Gap,488,47,1,22,0,10044,1,0,0
45508,FL,No Gap,656,35,1,12,0,56210,1,0,0
45509,CA,Large Gap,583,41,1,16,0,70170,0.6712329,0,0
45510,TX,No Gap,623,31,1,22,1,77954,1,0,0
45511,WV,No Gap,714,32,1,7,0,10621,0.2931507,0,0
45512,CA,No Gap,545,26,1,5,0,46148,0.9287671,0,0
45513,NY,No Gap,658,57,4,4,1,49264,1,0,0
45514,VA,Large Gap,NA,27,1,9,2,82312,NA,0,0
45515,TX,No Gap,545,23,1,11,0,70338,1,3600,1
45516,FL,Small Gap,475,26,3,2,0,10585,0.2109589,0,0
45517,NY,Large Gap,528,42,1,3,1,92203,0.7123288,0,0
45518,WV,Large Gap,649,23,2,6,0,80121,1,0,0
45519,WV,No Gap,589,22,2,0,1,10413,1,0,0
45520,CA,No Gap,475,48,1,7,1,77589,1,0,0
45521,WV,No Gap,671,31,1,12,0,94667,0.6958904,0,0
45522,WV,Large Gap,444,27,1,6,0,87762,1,0,0
45523,CA,No Gap,720,23,1,0,0,92629,0.3835616,0,0
45524,TX,Large Gap,802,41,1,16,1,99420,0.0027397,0,0
45525,TX,No Gap,391,73,1,10,0,10185,1,0,0
45526,CA,Large Gap,785,21,1,15,1,83615,NA,0,0
45527,CA,Large Gap,513,48,3,6,0,61090,0.8465753,300,1
45528,CA,Large Gap,704,51,3,5,0,61090,0.8849315,0,0
45529,VA,Large Gap,650,50,2,7,0,83591,0.1205479,0,0
45530,TX,Large Gap,543,37,1,6,0,83095,0.1726027,0,0
45531,CA,Large Gap,416,55,1,14,0,59927,0.2109589,0,0
45532,TX,No Gap,625,42,2,12,0,61384,1,0,0
45533,FL,No Gap,691,37,1,6,0,87833,0.1342466,0,0
45534,CA,Large Gap,421,29,2,0,0,75542,0.9643836,0,0
45535,TX,Large Gap,809,27,1,9,0,63012,0.2520548,0,0
45536,CA,Large Gap,465,64,1,3,0,98973,0.3835616,0,0
45537,CA,Large Gap,558,51,1,4,0,95436,1,0,0
45538,TX,No Gap,518,47,2,4,2,95190,0.939726,0,0
45539,FL,Large Gap,837,49,1,3,4,84891,0.7863014,0,0
45540,CA,No Gap,688,27,1,1,0,10790,0.8136986,0,0
45541,CA,Small Gap,385,33,2,9,0,10231,0.1863014,0,0
45542,VA,Large Gap,696,44,1,11,0,93808,0.309589,0,0
45543,CA,No Gap,407,45,1,4,0,67205,1,0,0
45544,CA,Small Gap,773,33,1,1,0,59449,1,0,0
45545,CA,Large Gap,412,41,2,5,0,79476,0.3452055,0,0
45546,VA,Large Gap,536,50,3,5,0,79335,1,0,0
45547,TX,Large Gap,756,20,1,11,1,97953,0.4191781,0,0
45548,CA,No Gap,640,60,1,8,0,91779,1,0,0
45549,VA,Large Gap,868,49,2,16,0,93808,0.1315068,0,1
45550,VA,Large Gap,531,53,2,15,0,93808,0.1315068,0,0
45551,CA,Large Gap,617,29,1,13,0,52568,0.1342466,0,0
45552,VA,Large Gap,637,18,1,17,0,10215,0.4630137,0,0
45553,NY,No Gap,406,65,1,4,0,92208,0.3041096,0,0
45554,VA,Large Gap,586,47,1,11,0,80073,1,0,0
45555,TX,No Gap,404,44,1,1,1,10340,1,0,0
45556,CA,Large Gap,576,26,1,10,0,10396,0.1561644,0,0
45557,CA,Large Gap,557,47,1,0,0,93097,0.309589,0,0
45558,WV,Large Gap,563,38,1,3,0,95436,0.1260274,0,0
45559,WV,Small Gap,511,42,2,1,1,10487,0.2849315,0,0
45560,WV,Small Gap,669,38,2,10,1,10487,0.5041096,70500,1
45561,CA,Large Gap,501,49,1,3,0,66555,0.2712329,0,0
45562,CA,No Gap,386,68,1,32,0,55818,1,0,0
45563,WV,Large Gap,437,46,2,10,0,10393,0.3041096,0,0
45564,CA,Small Gap,640,31,1,6,0,56504,1,0,0
45565,TX,No Gap,653,59,1,22,0,57463,0.2082192,0,0
45566,TX,Small Gap,621,30,1,6,2,93808,0.1068493,0,0
45567,CA,Large Gap,431,44,2,14,0,80599,0.3835616,0,0
45568,CA,No Gap,539,26,2,1,0,61016,1,0,0
45569,TX,No Gap,520,51,4,5,2,10440,1,0,0
45570,TX,Small Gap,NA,48,3,7,0,53483,0.2575342,0,1
45571,TX,Small Gap,727,46,3,12,0,85987,1,0,0
45572,TX,Small Gap,491,51,3,16,1,53483,1,0,0
45573,CA,Large Gap,671,45,1,10,0,89847,0.1315068,0,0
45574,CA,Large Gap,498,49,1,6,0,57651,0.169863,0,0
45575,VA,No Gap,690,62,1,8,0,94686,1,0,0
45576,WV,Large Gap,877,28,1,2,1,54279,0.3041096,0,0
45577,TX,No Gap,711,70,1,15,0,66198,0.9643836,0,0
45578,TX,No Gap,621,36,1,7,0,46164,0.2082192,1200,1
45579,VA,Large Gap,695,25,1,13,0,77954,0.1232877,0,0
45580,CA,No Gap,638,42,1,3,1,10357,0.1424658,0,0
45581,WV,No Gap,616,57,2,5,0,49430,1,0,0
45582,NY,No Gap,488,60,3,3,0,48897,1,0,0
45583,CA,No Gap,469,60,1,7,0,76086,1,0,0
45584,CA,No Gap,702,40,3,2,1,61016,1,0,0
45585,TX,Large Gap,415,30,2,3,0,10585,1,0,0
45586,CA,No Gap,646,36,3,5,0,75412,0.0465753,0,0
45587,WV,Large Gap,672,33,2,9,0,99315,0.1315068,0,0
45588,NY,No Gap,412,51,2,8,0,56981,1,0,0
45589,TX,No Gap,NA,19,1,22,1,10404,0.4109589,0,0
45590,CA,No Gap,474,35,2,4,0,54563,1,0,0
45591,VA,Large Gap,591,28,1,8,0,83735,NA,0,0
45592,TX,Small Gap,724,36,1,17,0,69803,0.6821918,0,0
45593,TX,Small Gap,505,59,1,2,1,80072,0.8109589,0,0
45594,TX,No Gap,737,70,3,0,2,82109,0.0821918,0,0
45595,FL,No Gap,801,47,1,2,0,50337,NA,0,0
45596,CA,No Gap,715,36,1,3,0,94686,0.7123288,29200,1
45597,CA,No Gap,412,28,1,4,0,93579,0.090411,0,0
45598,NY,Large Gap,744,56,3,3,1,98766,0.460274,0,0
45599,WV,No Gap,392,37,1,12,0,69803,0.0986301,0,0
45600,WV,Large Gap,509,46,3,3,0,61384,1,0,0
45601,VA,Large Gap,859,26,1,3,2,70393,0.1616438,0,0
45602,CA,Large Gap,776,50,1,0,2,76613,0.8082192,0,0
45603,WV,No Gap,482,38,1,7,0,47191,0.460274,0,0
45604,WV,Large Gap,583,31,2,0,0,66555,0.4164384,0,0
45605,WV,Large Gap,381,31,2,13,0,92092,0.3041096,0,0
45606,CA,Small Gap,NA,24,1,1,2,56470,1,0,0
45607,CA,No Gap,558,28,2,1,0,74728,1,0,0
45608,VA,Large Gap,549,55,2,15,0,90278,0.460274,0,0
45609,CA,No Gap,810,31,1,5,0,59964,1,0,0
45610,CA,Large Gap,649,58,2,5,0,71755,0.3808219,0,0
45611,TX,No Gap,463,26,2,3,1,74106,0.7945205,0,0
45612,CA,No Gap,476,29,1,13,0,99228,0.260274,0,0
45613,VA,Large Gap,656,33,1,8,0,63144,0.1315068,0,0
45614,VA,Large Gap,694,22,1,7,0,98771,NA,0,0
45615,WV,No Gap,450,45,4,9,0,69209,NA,0,0
45616,VA,Large Gap,528,46,1,8,0,10094,1,0,0
45617,CA,No Gap,581,39,6,5,0,60398,1,0,0
45618,NY,Large Gap,625,39,1,5,2,83615,0.2547945,0,0
45619,VA,Large Gap,494,24,1,16,0,72597,0.460274,0,0
45620,VA,Large Gap,884,26,1,10,0,74106,0.1178082,0,0
45621,CA,Large Gap,731,39,4,9,0,10548,1,0,0
45622,WV,No Gap,673,51,1,7,0,66662,0.9753425,0,0
45623,FL,No Gap,673,41,1,20,1,51729,0.8109589,0,0
45624,CA,No Gap,654,44,3,9,1,67760,1,0,0
45625,NY,Small Gap,523,45,2,10,1,88281,1,0,0
45626,NY,No Gap,434,64,3,5,0,91640,1,0,0
45627,CA,Small Gap,572,49,1,9,0,90278,0.7123288,0,0
45628,VA,Large Gap,539,58,1,11,1,78556,1,0,0
45629,CA,Large Gap,448,70,1,7,0,65603,1,0,0
45630,FL,No Gap,754,20,1,1,0,87732,0.4191781,800,1
45631,VA,Large Gap,435,50,1,12,0,59449,0.5671233,0,0
45632,CA,Small Gap,736,51,1,1,2,92323,0.1506849,0,0
45633,VA,Large Gap,782,67,2,5,4,80445,1,0,0
45634,VA,Large Gap,508,36,3,5,0,56183,0.1315068,0,0
45635,CA,Small Gap,579,45,2,0,0,79818,0.630137,0,0
45636,NY,No Gap,585,25,1,1,0,83201,0.5753425,0,0
45637,CA,Large Gap,461,44,1,12,0,71755,0.1315068,0,0
45638,CA,No Gap,446,40,1,5,0,56183,0.890411,0,0
45639,CA,No Gap,706,31,1,8,1,93579,0.8109589,0,0
45640,VA,Large Gap,466,41,2,5,0,54941,1,0,0
45641,FL,No Gap,697,32,1,7,0,95230,1,0,0
45642,CA,No Gap,605,43,2,6,2,91960,1,0,0
45643,CA,Small Gap,487,38,2,9,1,10699,0.8,0,0
45644,TX,Small Gap,866,34,3,6,3,84527,1,0,0
45645,CA,Large Gap,647,24,2,6,1,66555,0.3479452,0,0
45646,NY,No Gap,381,59,1,0,0,69600,1,0,0
45647,CA,No Gap,396,60,2,16,0,79335,1,0,0
45648,NY,No Gap,533,40,1,9,0,79699,0.4767123,0,0
45649,CA,Small Gap,509,37,1,8,1,87732,0.1671233,0,0
